FirstName;LastName;BirthDate;Gender;Email;PhoneNumber;Street;HouseNumber;ZipCode;City;Country;Notes;CreatedAt;IsActive
"Elizabeth";"Castillo";"1951-07-21";"Female";"elizabeth.castillo@example.com";"+1 905 286 2315";"Grant Avenue";"90A";"55740";"Charlotte";"San Marino";"Generated test data";"2024-12-24";"True";
"Eric";"Martin";"1969-09-14";"Female";"eric.martin@example.com";"+1 396 424 7622";"Eighth Street";"125A";"90398";"Saint Paul";"Iceland";"Generated test data";"2025-03-11";"True";
"Steven";"James";"1994-04-20";"Male";"steven.james@example.com";"+1 161 633 7055";"Dartmouth Street";"152";"36379";"Lincoln";"Lebanon";"Generated test data";"2024-08-30";"True";
"Judith";"Cook";"1982-02-17";"Unknown";"judith.cook@example.com";"+1 996 451 4564";"Water Street";"52B";"10230";"Pittsburgh";"Greece";"Generated test data";"2024-10-16";"False";
"Laura";"Rogers";"1994-02-14";"Male";"laura.rogers@example.com";"+1 906 672 4484";"Grant Avenue";"36";"31646";"Orlando";"Andorra";"Generated test data";"2024-11-18";"False";
"Henry";"Bennett";"1971-08-14";"Female";"henry.bennett@example.com";"+1 895 534 6457";"Cambridge Road";"146B";"90397";"Jacksonville";"Finland";"Generated test data";"2025-01-30";"False";
"Pamela";"King";"1990-05-04";"Male";"pamela.king@example.com";"+1 943 297 3537";"Oxford Street";"116A";"73415";"Houston";"Andorra";"Generated test data";"2025-07-18";"True";
"Donna";"Mendoza";"1984-04-20";"Unknown";"donna.mendoza@example.com";"+1 997 431 8986";"Taylor Avenue";"22C";"26849";"Irvine";"Myanmar";"Generated test data";"2025-06-15";"True";
"Raymond";"Scott";"1964-12-20";"Diverse";"raymond.scott@example.com";"+1 120 744 5632";"Jackson Street";"70";"13424";"Mesa";"India";"Generated test data";"2025-07-24";"True";
"Maria";"Ramos";"1967-06-04";"Male";"maria.ramos@example.com";"+1 265 366 4593";"Lady Street";"179";"89063";"Lincoln";"Brazil";"Generated test data";"2024-10-10";"True";
"Mark";"Davis";"1969-02-05";"Diverse";"mark.davis@example.com";"+1 883 892 4110";"Oxford Street";"81";"63735";"Spokane";"China";"Generated test data";"2025-07-06";"False";
"Chloe";"Nelson";"1986-04-01";"Female";"chloe.nelson@example.com";"+1 806 585 2196";"Beechwood Avenue";"184";"35315";"Denver";"Panama";"Generated test data";"2024-10-14";"False";
"Eric";"Rodriguez";"1957-11-23";"Diverse";"eric.rodriguez@example.com";"+1 180 867 2486";"King Street";"105";"30579";"Los Angeles";"Philippines";"Generated test data";"2025-05-11";"True";
"Brandon";"Mendoza";"1952-03-20";"Male";"brandon.mendoza@example.com";"+1 144 747 4044";"Water Street";"79";"30637";"Atlanta";"Syria";"Generated test data";"2024-08-13";"True";
"John";"King";"2004-01-13";"Unknown";"john.king@example.com";"+1 552 192 9503";"Clark Street";"113C";"98967";"New Orleans";"Uruguay";"Generated test data";"2024-11-09";"True";
"Timothy";"Mendoza";"2003-05-10";"Female";"timothy.mendoza@example.com";"+1 950 810 4168";"Franklin Avenue";"118";"14544";"Chicago";"Honduras";"Generated test data";"2025-06-30";"False";
"Gregory";"Baker";"1984-01-28";"Female";"gregory.baker@example.com";"+1 545 464 9994";"Cambridge Road";"112";"78809";"Omaha";"Bhutan";"Generated test data";"2025-03-09";"True";
"Beverly";"Wright";"2005-04-29";"Male";"beverly.wright@example.com";"+1 978 536 9354";"Elm Street";"164A";"17619";"Milwaukee";"Jamaica";"Generated test data";"2025-04-20";"False";
"Victoria";"Scott";"1963-03-28";"Male";"victoria.scott@example.com";"+1 289 693 4777";"Seventh Avenue";"33";"87625";"Tacoma";"Singapore";"Generated test data";"2025-04-19";"True";
"Elizabeth";"Anderson";"1987-04-04";"Diverse";"elizabeth.anderson@example.com";"+1 246 531 3308";"Harvard Street";"160";"12941";"Chicago";"Germany";"Generated test data";"2024-10-09";"True";
"Timothy";"Brown";"1992-06-04";"Unknown";"timothy.brown@example.com";"+1 359 964 9515";"Cedar Street";"18";"97659";"Charlotte";"Costa Rica";"Generated test data";"2025-03-23";"True";
"Scott";"Ross";"1969-03-02";"Male";"scott.ross@example.com";"+1 195 761 4405";"Adams Boulevard";"152";"31482";"Cleveland";"Ireland";"Generated test data";"2025-07-04";"False";
"Michelle";"Cooper";"1984-12-09";"Diverse";"michelle.cooper@example.com";"+1 447 182 7761";"Oxford Street";"191";"62258";"Baltimore";"Vatican City";"Generated test data";"2024-08-28";"True";
"Brittany";"Howard";"2005-07-21";"Male";"brittany.howard@example.com";"+1 747 451 3182";"Pennsylvania Avenue";"149";"75287";"San Jose";"Myanmar";"Generated test data";"2025-08-11";"False";
"Nicholas";"King";"1983-12-09";"Diverse";"nicholas.king@example.com";"+1 673 432 2101";"School Street";"78A";"34642";"Tucson";"Thailand";"Generated test data";"2025-04-28";"False";
"Joshua";"Ortiz";"1978-04-14";"Female";"joshua.ortiz@example.com";"+1 195 378 7436";"Nelson Avenue";"145B";"13799";"San Antonio";"Netherlands";"Generated test data";"2024-12-16";"False";
"Linda";"Gutierrez";"1961-03-23";"Female";"linda.gutierrez@example.com";"+1 154 231 5550";"Ninth Avenue";"156";"57743";"Minneapolis";"Latvia";"Generated test data";"2024-09-19";"False";
"Cynthia";"Jimenez";"1958-12-27";"Unknown";"cynthia.jimenez@example.com";"+1 742 635 4295";"Cornell Road";"64B";"69153";"Lexington";"Kazakhstan";"Generated test data";"2025-02-06";"False";
"Sandra";"Collins";"1950-09-19";"Female";"sandra.collins@example.com";"+1 274 290 3585";"Columbia Avenue";"139A";"69881";"Memphis";"Norway";"Generated test data";"2025-02-05";"False";
"Ryan";"Parker";"1996-09-24";"Unknown";"ryan.parker@example.com";"+1 643 550 6374";"Harvard Street";"154";"52418";"Washington";"Sri Lanka";"Generated test data";"2025-01-24";"True";
"Emma";"Ross";"2001-07-08";"Female";"emma.ross@example.com";"+1 306 741 8571";"Lincoln Street";"183B";"30018";"Louisville";"Ireland";"Generated test data";"2025-01-22";"True";
"Janet";"Morris";"1967-08-13";"Diverse";"janet.morris@example.com";"+1 478 400 9261";"Yale Avenue";"29";"84101";"Corpus Christi";"Turkmenistan";"Generated test data";"2025-07-02";"False";
"Kevin";"Morales";"1988-06-19";"Male";"kevin.morales@example.com";"+1 997 283 4125";"Pierce Street";"34B";"40124";"North Las Vegas";"Kazakhstan";"Generated test data";"2025-01-18";"False";
"Steven";"Gutierrez";"1996-11-10";"Male";"steven.gutierrez@example.com";"+1 448 508 9711";"Chestnut Avenue";"179";"20525";"Winston–Salem";"Denmark";"Generated test data";"2024-12-29";"False";
"Victoria";"Wright";"1963-03-08";"Male";"victoria.wright@example.com";"+1 510 427 4804";"Smith Road";"177";"87530";"Fresno";"Algeria";"Generated test data";"2025-03-21";"False";
"Michelle";"Diaz";"1957-03-19";"Male";"michelle.diaz@example.com";"+1 927 780 9590";"Mill Road";"198C";"43720";"Oklahoma City";"Switzerland";"Generated test data";"2024-11-09";"False";
"Diane";"Torres";"2003-04-21";"Diverse";"diane.torres@example.com";"+1 993 697 1423";"Beechwood Avenue";"187";"85587";"Cincinnati";"Honduras";"Generated test data";"2025-05-25";"False";
"Thomas";"Young";"1998-06-06";"Female";"thomas.young@example.com";"+1 477 858 2325";"Polk Street";"78A";"54439";"Toledo";"South Africa";"Generated test data";"2025-03-01";"True";
"Kathleen";"Carter";"1952-06-26";"Unknown";"kathleen.carter@example.com";"+1 260 567 6566";"Gate Street";"132B";"18506";"Lincoln";"Qatar";"Generated test data";"2024-08-23";"True";
"Emma";"Martinez";"2003-11-16";"Unknown";"emma.martinez@example.com";"+1 965 665 2160";"Union Street";"199A";"69565";"Reno";"Kenya";"Generated test data";"2025-02-09";"False";
"Michelle";"Gonzalez";"1977-06-12";"Diverse";"michelle.gonzalez@example.com";"+1 520 996 1350";"Seventh Avenue";"168";"11431";"Newark";"Andorra";"Generated test data";"2024-12-30";"True";
"Angela";"Gray";"1960-05-04";"Female";"angela.gray@example.com";"+1 255 528 5952";"Long Street";"195A";"87786";"Phoenix";"Honduras";"Generated test data";"2025-04-22";"True";
"Laura";"Young";"1989-06-24";"Female";"laura.young@example.com";"+1 952 823 3507";"Spring Street";"8C";"28751";"Cleveland";"Tunisia";"Generated test data";"2025-04-01";"True";
"Ryan";"Gonzalez";"1989-10-26";"Unknown";"ryan.gonzalez@example.com";"+1 878 608 6526";"Lady Street";"182B";"52961";"Durham";"Finland";"Generated test data";"2025-07-23";"False";
"Stephen";"Ortiz";"1991-09-27";"Male";"stephen.ortiz@example.com";"+1 968 301 5455";"Valley Road";"42B";"88475";"Philadelphia";"Pakistan";"Generated test data";"2025-02-25";"True";
"Scott";"Allen";"2001-03-15";"Unknown";"scott.allen@example.com";"+1 248 429 2624";"Magnolia Drive";"137B";"51557";"Fort Worth";"Trinidad and Tobago";"Generated test data";"2024-12-14";"True";
"Janet";"Nelson";"2000-12-08";"Diverse";"janet.nelson@example.com";"+1 101 681 9370";"Willow Lane";"30A";"62085";"St. Louis";"China";"Generated test data";"2025-05-31";"True";
"Brittany";"Hill";"1967-08-04";"Male";"brittany.hill@example.com";"+1 210 334 1043";"Roosevelt Street";"145C";"14874";"San Francisco";"Kyrgyzstan";"Generated test data";"2025-02-25";"False";
"Brian";"Collins";"1960-01-18";"Female";"brian.collins@example.com";"+1 397 723 5060";"King Street";"19";"18563";"Gilbert";"Estonia";"Generated test data";"2025-07-19";"True";
"Thomas";"Diaz";"2001-06-07";"Female";"thomas.diaz@example.com";"+1 192 101 4175";"Franklin Avenue";"81";"37407";"Pittsburgh";"Vatican City";"Generated test data";"2025-05-12";"False";
"George";"Gutierrez";"1986-03-12";"Female";"george.gutierrez@example.com";"+1 142 109 2283";"Monroe Boulevard";"40B";"89955";"Philadelphia";"France";"Generated test data";"2025-04-21";"False";
"John";"Gutierrez";"1972-10-11";"Male";"john.gutierrez@example.com";"+1 396 988 5381";"Brown Avenue";"41B";"19881";"Long Beach";"Andorra";"Generated test data";"2025-08-07";"True";
"Brian";"Bailey";"1952-08-05";"Diverse";"brian.bailey@example.com";"+1 744 547 4927";"Eighth Street";"56A";"51632";"Minneapolis";"Peru";"Generated test data";"2025-07-28";"True";
"Douglas";"Jimenez";"1965-08-26";"Unknown";"douglas.jimenez@example.com";"+1 954 816 6011";"Jefferson Street";"31";"16659";"Greensboro";"Poland";"Generated test data";"2025-02-14";"False";
"Amy";"Johnson";"1984-07-18";"Female";"amy.johnson@example.com";"+1 354 664 2442";"Main Street";"177A";"49407";"Chandler";"Iceland";"Generated test data";"2024-09-18";"False";
"Robert";"Kelly";"1958-05-25";"Male";"robert.kelly@example.com";"+1 549 756 4470";"Tower Road";"74";"71807";"Baltimore";"Bahamas";"Generated test data";"2024-11-13";"True";
"Jerry";"Flores";"1971-04-14";"Diverse";"jerry.flores@example.com";"+1 885 641 6502";"King Street";"8";"74985";"Milwaukee";"Belgium";"Generated test data";"2025-07-21";"True";
"Frank";"Brooks";"1954-01-14";"Female";"frank.brooks@example.com";"+1 377 935 1934";"Duke Street";"123";"37556";"Winston–Salem";"Kyrgyzstan";"Generated test data";"2024-08-29";"True";
"Pamela";"Ruiz";"2003-07-08";"Female";"pamela.ruiz@example.com";"+1 667 340 8936";"Park Avenue";"177B";"66771";"Indianapolis";"Lebanon";"Generated test data";"2024-12-13";"False";
"Janet";"Flores";"1971-05-27";"Male";"janet.flores@example.com";"+1 250 992 1401";"Green Street";"42";"45577";"Saint Paul";"United Arab Emirates";"Generated test data";"2024-12-08";"False";
"David";"Scott";"1967-11-25";"Diverse";"david.scott@example.com";"+1 774 658 5026";"Eighth Street";"190C";"99285";"San Jose";"Andorra";"Generated test data";"2025-02-13";"True";
"William";"Robinson";"1996-03-06";"Diverse";"william.robinson@example.com";"+1 347 483 5685";"Hillcrest Avenue";"136C";"95497";"Chandler";"France";"Generated test data";"2025-02-24";"False";
"Lisa";"Diaz";"2000-01-12";"Unknown";"lisa.diaz@example.com";"+1 807 546 4563";"Meadow Lane";"145";"17871";"St. Petersburg";"Liechtenstein";"Generated test data";"2024-11-20";"True";
"Dennis";"Brooks";"1993-04-07";"Diverse";"dennis.brooks@example.com";"+1 707 742 1330";"Dartmouth Street";"170A";"92279";"Anaheim";"South Korea";"Generated test data";"2025-04-08";"False";
"Alexander";"Kim";"2001-12-27";"Diverse";"alexander.kim@example.com";"+1 961 245 9811";"Bridge Street";"87C";"23933";"Albuquerque";"Uzbekistan";"Generated test data";"2024-09-28";"True";
"Charles";"Parker";"1967-01-17";"Unknown";"charles.parker@example.com";"+1 188 729 8521";"Mill Road";"139";"35924";"Dallas";"China";"Generated test data";"2025-04-27";"False";
"Joshua";"Young";"1954-03-20";"Unknown";"joshua.young@example.com";"+1 318 371 3647";"Walnut Street";"137";"20653";"Winston–Salem";"Germany";"Generated test data";"2025-06-05";"True";
"Katherine";"Lee";"1965-12-09";"Male";"katherine.lee@example.com";"+1 696 591 5835";"Meadow Lane";"55C";"24699";"Corpus Christi";"Oman";"Generated test data";"2025-07-25";"False";
"Jacob";"Jackson";"1961-09-04";"Diverse";"jacob.jackson@example.com";"+1 714 274 8374";"Kennedy Street";"100";"24847";"Philadelphia";"United Kingdom";"Generated test data";"2025-07-29";"True";
"Douglas";"Anderson";"2002-08-23";"Male";"douglas.anderson@example.com";"+1 911 358 3192";"Long Street";"7C";"40987";"Lincoln";"Norway";"Generated test data";"2025-01-24";"True";
"Jane";"King";"1973-08-18";"Unknown";"jane.king@example.com";"+1 420 530 6938";"Maple Avenue";"107B";"60966";"Boston";"Nepal";"Generated test data";"2025-03-09";"False";
"Victoria";"Jimenez";"1996-04-13";"Male";"victoria.jimenez@example.com";"+1 492 174 3237";"Wilson Street";"175";"78487";"Houston";"Portugal";"Generated test data";"2025-07-18";"False";
"Stephen";"Sanders";"1952-08-04";"Male";"stephen.sanders@example.com";"+1 178 247 2119";"Union Street";"140A";"29039";"Virginia Beach";"Bahamas";"Generated test data";"2024-09-16";"True";
"Christina";"Ramos";"2003-11-14";"Diverse";"christina.ramos@example.com";"+1 731 586 1635";"Sixth Street";"127C";"16595";"Riverside";"Oman";"Generated test data";"2024-10-23";"False";
"Lauren";"Turner";"1969-06-28";"Diverse";"lauren.turner@example.com";"+1 125 671 9764";"Water Street";"1B";"86206";"Baltimore";"Germany";"Generated test data";"2025-02-05";"False";
"Christina";"Smith";"1992-05-02";"Diverse";"christina.smith@example.com";"+1 757 939 9466";"Bridge Street";"156";"31621";"El Paso";"Norway";"Generated test data";"2024-12-25";"False";
"Frank";"Nelson";"1974-06-20";"Unknown";"frank.nelson@example.com";"+1 698 796 8390";"Garfield Avenue";"9B";"62295";"Charlotte";"Finland";"Generated test data";"2025-03-21";"True";
"Angela";"Lee";"1990-03-18";"Female";"angela.lee@example.com";"+1 702 595 2493";"Yale Avenue";"124";"13528";"Gilbert";"Brazil";"Generated test data";"2025-03-21";"True";
"Timothy";"Turner";"1997-06-22";"Unknown";"timothy.turner@example.com";"+1 484 846 6316";"Chestnut Avenue";"151C";"19757";"Oklahoma City";"Kyrgyzstan";"Generated test data";"2025-02-13";"True";
"Sharon";"Nguyen";"1976-05-24";"Female";"sharon.nguyen@example.com";"+1 181 957 7551";"Beechwood Avenue";"125C";"14093";"Chula Vista";"Jordan";"Generated test data";"2025-04-08";"False";
"Eric";"Walker";"1976-09-05";"Female";"eric.walker@example.com";"+1 442 824 8891";"Church Street";"104";"64945";"Tacoma";"Pakistan";"Generated test data";"2025-03-23";"False";
"George";"Ortiz";"1991-02-18";"Unknown";"george.ortiz@example.com";"+1 776 404 3214";"Lincoln Street";"106A";"26249";"St. Louis";"Estonia";"Generated test data";"2024-10-29";"False";
"Emma";"Richardson";"1978-11-22";"Unknown";"emma.richardson@example.com";"+1 592 502 7533";"College Avenue";"7";"40375";"Cleveland";"Latvia";"Generated test data";"2024-10-11";"True";
"Kathleen";"Kelly";"1952-05-08";"Male";"kathleen.kelly@example.com";"+1 518 762 7201";"Adams Street";"22A";"71389";"Omaha";"Germany";"Generated test data";"2024-12-28";"True";
"Jason";"Green";"1965-06-23";"Male";"jason.green@example.com";"+1 247 233 6841";"Harvard Street";"141C";"94168";"Greensboro";"Japan";"Generated test data";"2025-06-13";"True";
"Michael";"Wood";"1988-02-02";"Diverse";"michael.wood@example.com";"+1 989 993 5042";"Lady Street";"168A";"72449";"Raleigh";"Portugal";"Generated test data";"2025-08-02";"True";
"Charles";"Cox";"1971-07-30";"Diverse";"charles.cox@example.com";"+1 347 442 7647";"Madison Street";"55";"52696";"Jacksonville";"France";"Generated test data";"2024-12-26";"True";
"Emily";"Ward";"2004-08-30";"Unknown";"emily.ward@example.com";"+1 147 652 8802";"Adams Boulevard";"164";"12888";"Albuquerque";"Uruguay";"Generated test data";"2025-04-24";"False";
"Robert";"Baker";"1989-04-21";"Female";"robert.baker@example.com";"+1 852 981 4787";"Green Street";"147";"87346";"Miami";"Philippines";"Generated test data";"2024-11-09";"False";
"Amy";"Clark";"1950-05-10";"Unknown";"amy.clark@example.com";"+1 967 532 5967";"Cornell Road";"7C";"79845";"Washington";"Dominican Republic";"Generated test data";"2024-12-01";"True";
"Ryan";"Wright";"1979-05-12";"Male";"ryan.wright@example.com";"+1 254 738 7082";"Taylor Avenue";"11";"97280";"Miami";"Thailand";"Generated test data";"2025-07-29";"True";
"George";"Cook";"1959-11-11";"Male";"george.cook@example.com";"+1 810 837 4585";"Park Lane";"37B";"26480";"Colorado Springs";"Finland";"Generated test data";"2025-05-04";"True";
"Douglas";"Collins";"1984-09-23";"Unknown";"douglas.collins@example.com";"+1 786 812 6178";"Broad Street";"137";"28394";"San Diego";"Malta";"Generated test data";"2025-01-01";"True";
"Olivia";"Wright";"1995-10-30";"Unknown";"olivia.wright@example.com";"+1 607 106 7564";"Park Lane";"50B";"31400";"Cleveland";"Egypt";"Generated test data";"2024-09-24";"True";
"Linda";"Cox";"1970-08-31";"Diverse";"linda.cox@example.com";"+1 199 581 6648";"Jackson Street";"193";"45410";"Richmond";"Thailand";"Generated test data";"2025-01-06";"False";
"Kevin";"Kim";"1959-03-01";"Unknown";"kevin.kim@example.com";"+1 296 372 7981";"Jackson Street";"124B";"95668";"Fort Wayne";"Iceland";"Generated test data";"2025-06-22";"True";
"Anthony";"Lee";"1993-02-04";"Unknown";"anthony.lee@example.com";"+1 830 783 9391";"Baker Street";"106C";"46202";"Bakersfield";"China";"Generated test data";"2025-02-09";"False";
"Brian";"Parker";"1986-11-03";"Male";"brian.parker@example.com";"+1 814 925 1709";"Prospect Avenue";"90C";"52749";"Gilbert";"Uruguay";"Generated test data";"2025-02-27";"True";
"Barbara";"Gutierrez";"1957-12-30";"Diverse";"barbara.gutierrez@example.com";"+1 718 110 4245";"Hillcrest Avenue";"160";"35884";"Denver";"Monaco";"Generated test data";"2025-06-06";"True";
"Jane";"Morales";"2003-07-27";"Male";"jane.morales@example.com";"+1 913 213 8084";"Lincoln Street";"171B";"10968";"Greensboro";"Bahamas";"Generated test data";"2024-10-28";"False";
"Laura";"Kelly";"1998-02-06";"Male";"laura.kelly@example.com";"+1 449 351 9406";"Park Lane";"165";"44627";"Tacoma";"Italy";"Generated test data";"2025-05-07";"False";
"Christopher";"Hughes";"1959-03-03";"Diverse";"christopher.hughes@example.com";"+1 619 430 2884";"Grant Avenue";"116B";"24796";"Milwaukee";"United Arab Emirates";"Generated test data";"2025-03-09";"True";
